Title,Artist,YouTube,Lyric
Sweet Child o??Mine,Guns N??Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,"She's got a smile that it seems to me
Reminds me of childhood memories
Where everything was as fresh as the bright blue sky (Sky)
Now and then when I see her face
She takes me away to that special place
And if I stared too long I'd probably break down and cry
Woah-woah-woah
Sweet child of mine
Woah oh-oh-oh
Sweet love of mine
She's got eyes of the bluest skies
As if they thought of rain
I'd hate to look into those eyes and see an ounce of pain
Her hair reminds me of a warm safe place
Where as a child I'd hide
And pray for the thunder
and the rain to quietly pass me by
Woah-oh-woah
Sweet child of mine
Ooh-woah oh-oh-oh
Sweet love of mine
Oh oh-oh-yeah
Woah oh-oh-oh
Sweet child of mine
Woah-oh woah-oh
Sweet love of mine
Woah oh-oh-oh
Sweet child of mine ooh yeah
Ooh-ooh-ooh-ooh
Sweet love of mine
Where do we go?
Where do we go now?
Where do we go?
Mm-mm oh where do we go?
Where do we go now?
Oh where do we go now? (Where do we go?)
Where do we go? (Sweet child)
Mm-huh where do we go now?
Ah-yah-yah-yah-yah-yah-yah-yah-oh
(Where do we go? Where do we go?)
Ooh where do we go now? (Where do we go?)
Uh-uh-uh uh-uh-uh-oh wow
Where do we go?
Oh-oh where do we go now? (Oh)
Where do we go oh-oh-oh-oh? (Oh wow)
Where do we go now?
Where do we go?
Woah-oh where do we go now?
No no no no no no no
Sweet child Sweet child of mine"
Like a Prayer,Madonna,https://www.youtube.com/watch?v=79fzeNUqQbQ,"Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home
When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer, you know I'll take you there
I hear your voice
It's like an angel sighing
I have no choice, I hear your voice
Feels like flying
I close my eyes
Oh God, I think I'm falling
Out of the sky, I close my eyes
Heaven help me
When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer, you know I'll take you there
Like a child
You whisper softly to me
You're in control just like a child
Now I'm dancing
It's like a dream
No end and no beginning
You're here with me, it's like a dream
Let the choir sing
When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer, you know I'll take you there
When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer you know I'll take you there
Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home
Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer
No choice, your voice can take me there
Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there (I'll take you there)
It's like a dream to me (oh)
Just like a prayer, I'll take you there (I'll take you there)
It's like a dream to me (yeah, yeah, yeah, yeah, yeah)
Just like a prayer, I'll take you there (oh)
It's like a dream to me
Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer
No choice, your voice can take me there
Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer
No choice, your voice can take me there
Your voice can take me there
Like a prayer"
With or Without You,U2,https://youtu.be/ujNeHIo7oTE?si=Eht1wW6BaptEUJqs,"See the stone set in your eyes
See the thorn twist in your side.
I wait for you.
Sleight of hand and twist of fate
On a bed of nails she makes me wait
And I waitÃ??without you
With or without you
With or without you.
Through the storm, we reach the shore
You gave it all but I want more
And I'm waiting for youÃ??With or without you
With or without you.
I can't live with or without you.
And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away.
My hands are tied, my body bruised
She got me with nothing to win
And nothing else to lose.
And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away.
With or without you
With or without you
I can't live
With or without you.
With or without you
With or without you
I can't live
With or without you
With or without you."
Smells Like Teen Spirit,Nirvana,https://www.youtube.com/watch?v=hTWKbfoikeg,"Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
Yeah
Hey
Yay
I'm worse at what I do best
And for this gift I feel blessed
Our little group has always been
And always will until the end
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
Yeah
Hey
Yay
And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Ooh well, whatever, nevermind
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido
A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial"
Wonderwall,Oasis,https://www.youtube.com/watch?v=bx1Bh8ZvH84,"Today is gonna be the day that they're gonna throw it back to you
By now, you should've somehow realised what you gotta do
I don't believe that anybody feels the way I do about you now
And backbeat, the word is on the street that the fire in your heart is out
I'm sure you've heard it all before, but you never really had a doubt
I don't believe that anybody feels the way I do about you now
And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would like to say to you
But I don't know how
Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall
Today was gonna be the day, but they'll never throw it back to you
By now, you should've somehow realised what you're not to do
I don't believe that anybody feels the way I do about you now
And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how
I said, ""Maybe
You're gonna be the one that saves me
And after all
You're my wonderwall""
I said, ""Maybe (I said maybe)
You're gonna be the one that saves me
And after all
You're my wonderwall""
I said, ""Maybe (I said maybe)
You're gonna be the one that saves me (saves me)
You're gonna be the one that saves me (saves me)
You're gonna be the one that saves me"" (saves me)"
Time After Time,Cyndi Lauper,https://www.youtube.com/watch?v=VdQY7BusJNU,"Lying in my bed
I hear the clock tick and think of you
Caught up in circles
Confusion is nothing new
Flashback, warm nights almost left behind
Suitcases of memories
Time after
Sometimes you picture me
I'm walking too far ahead
You're calling to me
I can't hear what you've said
Then you say, go slow, I fall behind
The second hand unwinds
If you're lost, you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall I will catch you, I will be waiting (I'll be waiting)
Time after time
After my picture fades
And darkness has turned to gray
Watching through windows
You're wondering if I'm okay
Secrets stolen from deep inside
The drum beats out of time
If you're lost, you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time
You said, go slow, I fall behind
The second hand unwinds
If you're lost, you can look and you will find me
Time after time
If you fall I will catch you, I'll be waiting
Time after time
If you're lost, you can look and you will find me
Time after time
If you fall I will catch you, I will be waiting (I'll be waiting)
Time after time, time after time
Time after time, time after time
Time after time, time after time
Time after time, time after time"
What is Love Got to Do with It,Tina Turner,https://www.youtube.com/watch?v=oGpFcHTxjZs,"You must understand, though the touch of your hand makes my pulse react
That it's only the thrill of boy meeting girl, opposites attract
It's physical
Only logical
You must try to ignore that it means more than that
Oh-oh-oh, what's love got to do, got to do with it?
What's love, but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
It may seem to you that I'm acting confused when you're close to me
If I tend to look dazed, I read it some place, I got cause to be
There's a name for it
There's a phrase that fits
But whatever the reason, you do it for me
Oh-oh-oh, what's love got to do, got to do with it?
What's love, but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
Who?
I've been taking on a new direction
But I have to say
I've been thinking about my own protection
It scares me to feel this way
Oh-oh-oh, what's love got to do, got to do with it?
What's love, but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
got to do, got to do with it?
What's love, but a sweet old-fashioned notion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
ooh, got to do with it?
(What's love? A second-hand emotion)
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
(What's love) ooh-ooh (got to do with it?) got to do with it?"
Careless Whisper,George Michael,https://www.youtube.com/watch?v=izGwDsrQ1eQ,"Oh-oh
Oh-oh-oh
I feel so unsure
As I take your hand and lead you to the dance floor
As the music dies
Something in your eyes
Calls to mind a silver screen
And all its sad goodbyes
I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool
I should've known better than to cheat a friend
And waste the chance that I'd been given
So I'm never gonna dance again
The way I danced with you
""""""""""
Time can never mend
The careless whispers of a good friend
To the heart and mind, ignorance is kind
There's no comfort in the truth
Pain is all that you'll find
I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool
I should've known better than to cheat a friend
And waste the chance that I'd been given
So I'm never gonna dance again
The way I danced with you
""""""""""
Never without your love
""""""""""
Tonight the music seems so loud
I wish that we could lose this crowd
Maybe it's better this way
We'd hurt each other with the things we want to say
We could have been so good together
We could have lived this dance forever
But now who's gonna dance with me?
Please, stay
And I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool
I should've known better than to cheat a friend
And waste the chance that I'd been given
So I'm never gonna dance again
The way I danced with you
""""""""""
Now that you're gone
Now, that you're gone
Now that you're gone
Was what I did so wrong
So wrong
That you had to leave me alone?"
Take on Me,a-ha,https://www.youtube.com/watch?v=djV11Xbc914,"We're talking away
I don't know what I'm to say
I'll say it anyway
Today is another day to find you
Shyin' away
Oh, I'll be comin' for your love, okay
Take on me
(Take on me)
Take me on
(Take on me)
I'll be gone
In a day or two
So needless to say
I'm odds and ends
But I'll be stumblin' away
Slowly learnin' that life is okay
Say after me
It's no better to be safe than sorry
Take on me
(Take on me)
Take me on
(Take on me)
I'll be gone
In a day or two
All the things that you say, yeah
Is it life or just to play my worries away?
You're all the things I've got to remember
You're shyin' away
I'll be comin' for you anyway
Take on me
(Take on me)
Take me on
(Take on me)
I'll be gone
In a day
(Take on me)
(Take on me)
(Take me on)
(Take on me)
I'll be gone
(Take on me)
In a day
(Take me on)
(Take on me)
(Take on me)
(Take on me)
(Take me on)
(Take on me)"
Africa,Toto,https://www.youtube.com/watch?v=FTQbiNvZqaY,"Hear the drums echoing tonight
But she hears only whispers of some quiet conversation
She's comin' in, 12:30 flight
Her moonlit wings reflect the stars that guide me towards salvation
I stopped an old man along the way
Hopin' to find some old forgotten words or ancient melodies
He turned to me as if to say
""Hurry, boy, it's waiting there for you""
It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had, ooh-hoo
The wild dogs cry out in the night
As they grow restless longing for some solitary company
I know that I must do what's right
Sure as Kilimanjaro rises like Olympus above the Serengeti
I seek to cure what's deep inside
Frightened of this thing that I've become
It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had, ooh-hoo
Hurry, boy, she's waiting there for you
It's gonna take a lot to drag me away from you
There's nothin' that a hundred men or more could ever do
I bless the rains down in Africa
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa
I bless the rains down in Africa (ooh, I'm gonna take the time)
Gonna take some time to do the things we never had, ooh-hoo"
I Want to Know What Love Is,Foreigner,https://www.youtube.com/watch?v=r3Pr1_v7hsw,"I've gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older
(Whoa, ooh-ooh, ooh-ooh)
And this mountain, I must climb
Feels like the world upon my shoulders
And through the clouds, I see love shine
It keeps me warm as life grows colder
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've travelled so far
To change this lonely life
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
Oh, oh-oh, oh (ooh)
I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me
In my life, there's been heartache and pain
I don't know if I can face it again
I can't stop now, I've travelled so far
To change this lonely life
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
I wanna know what love is
I want you to show me
(I wanna feel) I wanna feel what love is
(I know) I know you can show me
Let's talk about love (I wanna know what love is)
Love that you feel inside (I want you to show me)
I'm feeling so much love (I wanna feel what love is)
Oh, you know, you just can't hide (I know you can show me)
I wanna know what love is (let's talk about love)
I know you can show me
(I wanna feel it too)
I wanna feel what love is (oh, I wanna feel it too)
(And I know, and I know)
I know you can show me (show me love is real, yeah), yeah!
I want you to show me (and I wanna know, I wanna know, wanna know)
I wanna feel what love is (I wanna feel)
I know you can show me
________________"
(Everything I Do) I Do It for You,Bryan Adams,https://www.youtube.com/watch?v=Y0pdQU87dc8,"Look into my eyes
You will see, what you mean to me
Search your heart, search your soul
When you find me there, you'll search no more
Don't tell me it's not worth trying for
You can't tell me it's not worth dying for
You know it's true (you know it's true)
Everything I do, I do it for you
Look into your heart, you will find
There is nothing there to hide
Take me as I am (take me as I am)
Take my life
I would give it all, I would sacrifice
Don't tell me it's not worth fighting for
I can't help it, there's nothing I want more
You know it's true
Everything I do, I do it for you
There is no love, like your love
And no other, could give me more love
There's nowhere, unless you're there
All the time, all the way
Everything I do
You can't tell me it's not worth trying for
Just can't help it, there's nothing in the world I want more
Oh, I would fight for you, yeah I'd lie for you
Walk the wire for you, yeah I'd die for you
You know it's true
Everything I do
I do it for you"
Wind of Change,Scorpions,https://www.youtube.com/watch?v=n4RjJKxsamQ,"I follow the Moskva
Down to Gorky Park
Listening to the wind of change
An August summer night
Soldiers passing by
Listening to the wind of change
The world is closing in
And did you ever think?
That we could be so close?
Like brothers
The future's in the air
I can feel it everywhere
Blowing with the wind of change
Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away (dream away)
In the wind of change
(Mmmmmmm)
Walking down the street
And distant memories
Are buried in the past forever
I follow the Moskva
And down to Gorky Park
Listening to the wind of change
Take me (take me) to the magic of the moment
On a glory night (a glory night)
Where the children of tomorrow share their dreams (share their dreams)
With you and me (you and me)
Take me (take me) to the magic of the moment
On a glory night (a glory night)
Where the children of tomorrow dream away (dream away)
In the wind of change (wind of change)
The wind of change blows straight
Into the face of time
Like a storm wind that will ring
The freedom bell for peace of mind
Let your balalaika sing
What my guitar wants to sing (sing)
Take me (take me) to the magic of the moment
On a glory night (a glory night)
Where the children of tomorrow share their dreams (share their dreams)
With you and me (you and me)
Take me (take me) to the magic of the moment
On a glory night (a glory night)
Where the children of tomorrow dream away (dream away)
In the wind of change (wind of change)"
End of the Road,Boyz ll Men,https://www.youtube.com/watch?v=zDKO6XYXioc,"(spoken)
Girl you know we belong together
I have no time for you to be playing with my heart like this
You'll be mine forever baby, you just see
We belong together
And you know that I'm right
Why do you play with my heart?
Why do you play with my mind?
Said we'd be forever
Said it'd never die
How could you love me and leave me
And never say goodbye
Well, I can't sleep at night without holding you tight
Girl, each time I try I just break down and cry
Pain in my head oh I'd rather be dead
Spinnin' around and around
Although we've come to the end of the road
Still I can't let go,
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you
Girl, I know you really love me,
You just don't realize
You've never been there before
It's only your first time
Maybe I'll forgive you, hmm
Maybe you'll try
We should be happy together forever, you and I
Can you love me again like you loved me before
This time I want you to love me much more
This time instead, just come to my bed
And baby just don't let me down
Although we've come to the end of the road
Still I can't let go,
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you
(spoken)
Girl I'm here for you
All those times at night when you just hurt me
And just run out with that other fella
Baby I knew about it, I just didn't care
You just don't understand how much I love you do you
I'm here for you
I'm not out to go out and cheat at night
Just like you did baby but that's all right
Huh, I love you anyway
And I'm still gonna be here for you 'till my dying day baby
Right now, I'm just in so much pain baby
because you just won't come back to me
Will you, just come back to me
(Lonely)
Yes baby my heart is lonely
(Lonely)
My heart hurts baby
(Lonely)
I feel pain too
Baby please
This time instead just come to my bed
And baby just don't let me down
Although we've come to the end of the road
Still I can't let go,
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you
Although we've come to the end of the road
(music starts to fade out)
Still I can't let go,
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you"
Faith,George Michael,https://www.youtube.com/watch?v=6Cs3Pvmmv0E,"Well, I guess it would be nice if I could touch your body
I know not everybody has got a body like you
But I gotta think twice before I give my heart away
And I know all the games you play because I played them too
Oh, but I need some time off from that emotion
Time to pick my heart up off the floor
Oh, when that love comes down without devotion
Well it takes a strong man, baby
But I'm showin' you the door
'Cause I gotta' have faith
I gotta have faith
Because I gotta have faith, faith, faith
I got to have faith, faith, faith
Baby, I know you're askin' me to stay
Say, ""Please, please, please don't go away""
You say I'm givin' you the blues
Maybe (Huh) you mean every word you say
Can't help but think of yesterday
And another who tied me down to loverboy rules
Before this river becomes an ocean
Before you throw my heart back on the floor
Oh, baby, I reconsider my foolish notion
Well, I need someone to hold me
But I'll wait for somethin' more
Yes I gotta have faith
Ooh, I gotta have faith
Because I gotta have faith, faith, faith
I gotta have faith, faith, faith
I'll just have to wait
Because I've got to have faith
I gotta have faith
I've got to, got to, got to have faith
Before this river becomes an ocean
Before you throw my heart back on the floor
Oh, oh, baby, I reconsider my foolish notion
Well, I need someone to hold me
But I'll wait for somethin' more
'Cause I gotta' have faith
Ooh, I gotta have faith
Because I gotta have faith, faith, faith
I gotta have faith, faith, faith"
I Want to Break Free,Queen,https://www.youtube.com/watch?v=f4Mc-NYPHaQ,"I want to break free, I want to break free
I want to break free from your lies
You're so self-satisfied I don't need you
I've got to break free
God knows, God knows I want to break free
I've fallen in love
I've fallen in love for the first time
This time I know it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love
It's strange but it's true, hey
I can't get over the way you love me like you do
But I have to be sure when I walk out that door
Oh, I want to be free, baby
Oh, how I want to be free
Oh, I want to break free
But life still goes on
I can't get used to living without, living without
Living without you by my side
I don't want to live alone, hey
God knows, got to make it on my own
So, baby, can't you see I've got to break free?
I've got to break free
I want to break free, yeah
I want, I want, I want
I want to break free"
Purple Rain,Prince,https://www.youtube.com/watch?v=TvnYmWpD_T8,"I never meant to cause you any sorrow
I never meant to cause you any pain
I only wanted one time to see you laughing
I only wanted to see you laughing in the purple rain
Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain
I only wanted to see you bathing in the purple rain
I never wanted to be your weekend lover
I only wanted to be some kind of friend, hey
Baby, I could never steal you from another
It's such a shame our friendship had to end
Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain
I only wanted to see you underneath the purple rain
Honey, I know, I know, I know times are changin'
It's time we all reach out for something new, that means you too
You say you want a leader, but you can't seem to make up your mind
And I think you better close it and let me guide you to the purple rain
Purple rain, purple rain
Purple rain, purple rain (ooh!)
If you know what I'm singin' about up here, come on, raise your hand
Purple rain, purple rain
I only want to see you, only want to see you in the purple rain"
I Want to Break Free,Queen,https://www.youtube.com/watch?v=f4Mc-NYPHaQ,"Desert loving in your eyes all the way
If I listen to your lies, would you say
I'm a man (a man) without conviction
I'm a man (a man) who doesn't know
How to sell (to sell) a contradiction
You come and go, you come and go
Karma, karma, karma, karma, karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red, gold, and green, red, gold, and green
Didn't hear your wicked words every day
And you used to be so sweet, I heard you say
That my love (my love) was an addiction
When we cling (we cling), our love is strong
When you go (you go), you're gone forever
You string along, you string along
Karma, karma, karma, karma, karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red, gold, and green, red, gold, and green
Every day is like survival (survival)
You're my lover (my lover), not my rival
Every day is like survival (survival)
You're my lover (my lover), not my rival
I'm a man (a man) without conviction
I'm a man (a man) who doesn't know
How to sell (to sell) a contradiction
You come and go, you come and go
Karma, karma, karma, karma, karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red, gold, and green, red, gold, and green
Karma, karma, karma, karma, karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red, gold, and green, red, gold, and green
Karma, karma, karma, karma, karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red, gold, and green, red, gold, and green
Karma, karma, karma, karma, karma chameleon"
Heaven,Bryan Adams,https://youtu.be/s6TtwR2Dbjg?si=O6mfLxzorvqYH-E4,"Oh thinkin' about all our younger years
There was only you and me
We were young and wild and free
Now nothing can take you away from me
We've been down that road before
But that's over now
You keep me comin' back for more
Baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in heaven
Oh once in your life you find someone
Who will turn your world around
Bring you up when you're feelin' down
Yeah nothin' can change what you mean to me
Oh there's lots that I could say
But just hold me now
'Cause our love will light the way
And baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
Yeah love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven
I've been waitin' for so long
For somethin' to arrive
For love to come along
Now our dreams are comin' true
Through the good times and the bad
Yeah I'll be standin' there by you, oh!
And baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in heaven, heaven
Whoa, oh, oh!
You're all that I want
You're all that I need"
Sacrifice,Elton John,https://youtu.be/NrLkTZrPZA4?si=p9gNxO3h4QUisXNO,"It's a human sign
When things go wrong
When the scent of her lingers
And temptation's strong
Into the boundary
Of each married man
Sweet deceit comes calling
And negativity lands
Cold cold heart
Hard done by you
Some things look better, baby
Just passing through
And it's no sacrifice
Just a simple word
It's two hearts living
In two separate worlds
But it's no sacrifice
No sacrifice
It's no sacrifice at all
Mutual misunderstanding
After the fact
Sensitivity builds a prison
In the final act
We lose direction
No stone unturned
No tears to damn you
When jealousy burns
Cold, cold heart
Hard done by you
Some things look better, baby
Just passin' through
And it's no sacrifice
Just a simple word
It's two hearts livin'
In two separate worlds
But, it's no sacrifice
No sacrifice
It's no sacrifice, at all
Cold, cold heart
Hard done by you
Some things look better, baby
Just passin' through
And it's no sacrifice
Just a simple word
It's two hearts livin'
In two separate worlds
But, it's no sacrifice
No sacrifice
It's no sacrifice, at all
No sacrifice, at all
No sacrifice, at all
No sacrifice, at all
No sacrifice, at all"
Making Love out of Nothing At All,Air Supply,https://youtu.be/ogoIxkPjRts?si=ctAmVdogCIy4Dke5,"I know just how to whisper
And I know just how to cry
I know just where to find the answers
And I know just how to lie
I know just how to fake it
And I know just how to scheme
I know just when to face the truth
And then I know just when to dream
And I know just where to touch you
And I know just what to prove
I know when to pull you closer
And I know when to let you loose
And I know the night is fading
And I know the time's gonna fly
And I'm never gonna tell you everything I gotta tell you
But I know I gotta give it a try
And I know the roads to riches
And I know the ways to fame
I know all the rules and then I know how to break 'em
And I always know the name of the game
But I don't know how to leave you
And I'll never let you fall
And I don't know how you do it
Making love out of nothing at all
Out of nothing at all
(Making love) Out of nothing at all
(Making love)
Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
Every time I see you all the rays of the sun are all
Streaming through the waves in your hair
And every star in the sky is taking aim at your eyes
Like a spotlight
The beating of my heart is a drum and it's lost
And it's looking for a rhythm like you
You can take the darkness from the pit of the night
And turn it to a beacon burning endlessly bright
I've gotta follow it 'cause everything I know
Well, it's nothing 'til I give it to you
I can make the runner stumble
I can make the final block
I can make every tackle at the sound of the whistle
I can make all the stadiums rock
I can make tonight forever
Or I can make it disappear by the dawn
I can make you every promise that has ever been made
And I can make all your demons be gone
But I'm never gonna make it without you
Do you really wanna see me crawl
And I'm never gonna make it like you do
Making love out of nothing at all
Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love, love)
Out of nothing at all (making love)
Out of nothing at all (making love)
Out of nothing at all (making love, love)
Out of nothing at all (making love)
Out of nothing at all (making love)
Out of nothing at all (making love, love, love)
Out of nothing at all (making love)
Out of nothing at all (making love)
Out of nothing at all (making love, love, love)
Out of nothing at all (making love)
(Making love)
(Making love)
Out of nothing at all (making love)
Out of nothing at all (making love)
Out of nothing at all (making love, love, love)
(Making love)
(Making love)"
The Winner Takes It All,ABBA,https://youtu.be/92cwKCU8Z5c?si=OLybBIPzJy5XSuXw,"??I don't wanna talk
About things we've gone through
Though it's hurting me
Now it's history
??I've played all my cards
And that's what you've done too
Nothing more to say
No more ace to play
??The winner takes it all
The loser's standing small
Beside the victory
That's her destiny
??I was in your arms
Thinking I belonged there
I figured it made sense
Building me a fence
??Building me a home
Thinking I'd be strong there
But I was a fool
Playing by the rules
??The gods may throw a dice
Their minds as cold as ice
And someone way down here
Loses someone dear
??The winner takes it all (takes it all)
The loser has to fall (has to fall)
It's simple and it's plain (it's so plain)
Why should I complain? (Why complain?)
??But tell me, does she kiss
Like I used to kiss you?
Does it feel the same
When she calls your name?
??Somewhere deep inside
You must know I miss you
But what can I say?
Rules must be obeyed
??The judges will decide (will decide)
The likes of me abide (me abide)
Spectators of the show (of the show)
Always staying low (staying low)
??The game is on again (on again)
A lover or a friend (or a friend)
A big thing or a small (big or small)
The winner takes it all (takes it all)
??I don't wanna talk
If it makes you feel sad
And I understand
You've come to shake my hand
??I apologize
If it makes you feel bad
Seeing me so tense
No self-confidence
But you see
??The winner takes it all
The winner takes it all
??So the winner takes it all
And the loser has to fall
Throw the dice, cold as ice
Way down here, someone dear
Takes it all, has to fall
And it's plain, why complain?"
Like a Virgin,Madonna,https://www.youtube.com/watch?v=s__rX_WL100,"I made it through the wilderness
Somehow I made it through
Didn't know how lost I was
Until I found you
I was beat incomplete
I'd been had, I was sad and blue
But you made me feel
Yeah, you made me feel
Shiny and new
Chorus:
Like a virgin
Touched for the very first time
Like a virgin
When your heart beats (after first time, 'With your heartbeat')
Next to mine
Gonna give you all my love, boy
My fear is fading fast
Been saving it all for you
'Cause only love can last
You're so fine and you're mine
Make me strong, yeah you make me bold
Oh your love thawed out
Yeah, your love thawed out
What was scared and cold
(chorus)
Oooh, oooh, oooh
You're so fine and you're mine
I'll be yours 'till the end of time
'Cause you made me feel
Yeah, you made me feel
I've nothing to hide
(chorus)
Like a virgin, ooh, ooh
Like a virgin
Feels so good inside
When you hold me, and your heart beats, and you love me
Oh, oh, oh, oh, oh, oh, oh, oh, oh
Ooh, baby
Can't you hear my heart beat
For the very first time?
________________"
Girls Just Want to Have Fun,Cyndi Lauper,https://www.youtube.com/watch?v=PIb6AZdTr-A,"I come home in the morning light
My mother says when you gonna live your life right
Oh mama dear we're not the fortunate ones
And girls they want to have fun
Oh girls just want to have fun
The phone rings in the middle of the night
My father yells what you gonna do with your life
Oh daddy dear you know you're still number one
But girls they wanna have fun
Oh girls just wanna have--
That's all they really want
Some fun
When the working day is done
Oh girls-- they wanna have fun
Oh girls just wanna have fun
Some boys take a beautiful girl
And hide her away from the rest of the world
I want to be the one to walk in the sun
Oh girls they wanna have fun
Oh girls just wanna have--
That's all they really want
Is some fun
When the working day is done
Oh girls--they wanna have fun
Oh girls just wanna have fun,
They just wanna, they just wanna,
They just wanna, they just wanna
Oh girls-- girls just wanna have fun
They just wanna, they just wanna,
They just wanna, they just wanna
Oh girls-- girls just wanna have fun
When the working-- when the working day is done
Oh, when the working day is done
Oh girls-- girls just wanna have fun
They just wanna, they just wanna,
They just wanna, they just wanna
Oh girls-- girls just wanna have fun
When the working-- when the working day is done
Oh, when the working day is done
Oh girls-- girls just wanna have fun
________________"
